title,url,created_at
"Russia Making Slow Progress in ‘Fortress’ Bakhmut — Wagner Boss Prigozhin\t\t",https://www.themoscowtimes.com/2023/01/03/russia-making-slow-progress-in-fortress-bakhmut-wagner-boss-prigozhin-a79866,2023-01-04 10:19:44.527733
"At least one civilian killed, two injured in artillery strike on Kurakhove",https://www.ukrinform.net/rubric-ato/3645850-at-least-one-civilian-killed-two-injured-in-artillery-strike-on-kurakhove.html,2023-01-03 22:19:26.357217
Ukrainian missile crashes near Brest Region’s Ivanovo — Belarusian Defense Ministry,https://tass.com/world/1557331,2023-01-04 10:19:42.381615
"Main Directorate of Intelligence: Russia lacks high-precision missiles, changes tactics to attack Ukraine ",https://www.ukrinform.net/rubric-ato/3645024-main-directorate-of-intelligence-russia-lacks-highprecision-missiles-changes-tactics-to-attack-ukraine.html,2023-01-02 10:18:55.208368
"Stoltenberg: Moscow has no desire to end war at present, prepared to continue",https://www.ukrinform.net/rubric-ato/3645021-stoltenberg-moscow-has-no-desire-to-end-war-at-present-prepared-to-continue.html,2023-01-02 10:18:55.208487
Briefing: Ministry of Agricultural Policy-2022. Results of work under martial law,https://www.ukrinform.net/rubric-other_news/3642701-briefing-ministry-of-agricultural-policy2022-results-of-work-under-martial-law.html,2023-01-04 10:19:37.690351
Ukrainian nanosatellite launched into orbit,https://www.ukrinform.net/rubric-economy/3646008-ukrainian-nanosatellite-launched-into-orbit.html,2023-01-03 22:19:26.356166
Trudeau assures Zelensky Canada will continue to help Ukraine,https://www.ukrinform.net/rubric-polytics/3646136-trudeau-assures-zelensky-canada-will-continue-to-help-ukraine.html,2023-01-04 10:19:37.691347
13-year-old boy twice comes under enemy fire in Kherson region,https://www.ukrinform.net/rubric-ato/3644934-13yearold-boy-twice-comes-under-enemy-fire-in-kherson-region.html,2023-01-02 10:18:55.209551
China Media Group says conflict in Ukraine was main military event of 2022,https://tass.com/world/1557699,2023-01-04 10:19:42.381280
Ukraine’s Armed Forces preparing for new Russian attacks - Ignat ,https://www.ukrinform.net/rubric-ato/3645313-ukraines-armed-forces-preparing-for-new-russian-attacks-ignat.html,2023-01-02 22:19:06.467034
"Invaders fire at border areas of Kharkiv region, injuring two people ",https://www.ukrinform.net/rubric-ato/3646193-invaders-fire-at-border-areas-of-kharkiv-region-injuring-two-people.html,2023-01-04 10:19:37.690753
Death of former Pope Benedict overshadows New Year at Vatican,https://www.reuters.com/article/pope-benedict/death-of-former-pope-benedict-overshadows-new-year-at-vatican-idUSKBN2TG0I8,2023-01-02 22:19:09.822856
"2022 in Photos: How Putin's Ukraine Gamble Became a Quagmire\t\t",https://www.themoscowtimes.com/2022/12/31/2022-in-photos-how-putins-ukraine-gamble-became-a-quagmire-a79761,2023-01-02 10:19:04.056860
"First call in 2023: von der Leyen, Zelensky discuss EU aid for Ukraine",https://www.ukrinform.net/rubric-polytics/3645276-first-call-in-2023-von-der-leyen-zelensky-discuss-eu-aid-for-ukraine.html,2023-01-02 22:19:06.467292
"China endorses Russia’s stance, ready for peaceful solution to Ukraine crisis — Xi Jinping",https://tass.com/world/1557897,2023-01-04 10:19:42.380701
EU sanctions take heavy toll on Kremlin - Maasikas,https://www.ukrinform.net/rubric-polytics/3645097-eu-sanctions-take-heavy-toll-on-kremlin-maasikas.html,2023-01-02 10:18:55.206678
"Svyrydenko: Ukraine, Brazil to remove trade barriers for promoting business development",https://www.ukrinform.net/rubric-economy/3645379-svyrydenko-ukraine-brazil-to-remove-trade-barriers-for-promoting-business-development.html,2023-01-02 22:19:06.466332
US sees no signs Russia is ready for real diplomacy,https://www.ukrinform.net/rubric-polytics/3646152-us-sees-no-signs-russia-is-ready-for-real-diplomacy.html,2023-01-04 10:19:37.691113
"Intelligence aware of storage sites for Russian nukes, monitoring any movements - spox",https://www.ukrinform.net/rubric-ato/3645218-intelligence-aware-of-storage-sites-for-russian-nukes-monitoring-any-movements-spox.html,2023-01-02 22:19:06.467593
"Russia says 89 troops were killed in New Year's attack, blames use of mobile phones",https://www.reuters.com/article/ukraine-crisis-russia-makiivka/russia-says-89-troops-were-killed-in-new-years-attack-blames-use-of-mobile-phones-idUSKBN2TI165,2023-01-04 10:19:39.993220
Enemy fires a dozen shells at Nikopol overnight,https://www.ukrinform.net/rubric-ato/3646160-enemy-fires-a-dozen-shells-at-nikopol-overnight.html,2023-01-04 10:19:37.690990
Kyiv receives first high-power generators from Taiwan,https://www.ukrinform.net/rubric-society/3645295-kyiv-receives-first-highpower-generators-from-taiwan.html,2023-01-02 22:19:06.467214
Britain says it is committed to leading a NATO task force in 2024,https://www.reuters.com/article/ukraine-crisis-germany-nato/britain-says-it-is-committed-to-leading-a-nato-task-force-in-2024-idUSKBN2TI0GY,2023-01-04 10:19:39.992792
Germany lagging emissions goals despite renewables boom - think tank,https://www.reuters.com/article/germany-climate/germany-lagging-emissions-goals-despite-renewables-boom-think-tank-idUSKBN2TJ05P,2023-01-04 10:19:39.984193
Russia unlikely to achieve significant breakthrough near Bakhmut - British intelligence,https://www.ukrinform.net/rubric-ato/3645632-russia-unlikely-to-achieve-significant-breakthrough-near-bakhmut-british-intelligence.html,2023-01-03 10:19:16.981561
Russia blames its soldiers' mobile phone use for deadly missile strike,https://www.reuters.com/article/ukraine-crisis/russia-blames-its-soldiers-mobile-phone-use-for-deadly-missile-strike-idUSKBN2TI197,2023-01-04 10:19:39.982922
How were the New Year's holidays in Ukraine: what violations were recorded by the NPU - briefing,https://www.ukrinform.net/rubric-other_news/3646043-how-were-the-new-years-holidays-in-ukraine-what-violations-were-recorded-by-the-npu-briefing.html,2023-01-04 10:19:37.690137
Russian fury grows over strike that killed dozens of troops in Ukraine,https://www.reuters.com/article/ukraine-crisis-jan3/russian-fury-grows-over-strike-that-killed-dozens-of-troops-in-ukraine-idUSKBN2TH0S2,2023-01-03 10:19:19.228602
"Enemy shells market in downtown Beryslav, five people wounded",https://www.ukrinform.net/rubric-ato/3645147-enemy-shells-market-in-downtown-beryslav-five-people-wounded.html,2023-01-02 10:18:55.205875
Danish queen addresses Ukrainians in New Year's greetings,https://www.ukrinform.net/rubric-society/3644890-danish-queen-addresses-ukrainians-in-new-years-greetings.html,2023-01-02 10:18:55.210359
Russia's war on Ukraine latest: Russia blames cellphones for strike,https://www.reuters.com/article/ukraine-crisis-snapshot-jan3/russias-war-on-ukraine-latest-russia-blames-cellphones-for-strike-idUSKBN2TH0SH,2023-01-04 10:19:39.990625
